Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
N_delphensis,1,2,1,10,0,0,4,1,2,0,7,3,2,0,20,26,9,34,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,3,0,13,6,0,4,2,2,0,6,6,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,0,59,16,24,13,3,17,22,14,16,0,20,11,10,6,25,24,6,11,2,4,31,41,60,139,88,16,218,10,0.856665051,-0.987128713,9.649414063,0.237623762,-0.559615788,-0.424883194,0.160220688,0.426679299,-0.602460964,1.291580759,1.291580759
N_nivariensis,1,4,1,13,0,0,2,1,3,2,8,3,7,2,26,30,9,46,1,0,0,0,0,0,1,0,0,0,0,0,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,11,3,0,15,8,0,2,2,5,0,4,8,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,21,0,67,23,22,9,6,15,23,14,16,0,17,13,8,9,23,20,9,13,2,5,30,39,60,147,92,15,225,9,0.859288018,-0.992993631,9.598632813,0.219745223,-0.251314428,-0.344840486,0.090134613,0.51615672,-1.024626626,0.465667965,0.465667965
Nk_castellii,2,2,4,11,1,0,5,2,2,0,8,4,4,2,22,15,6,29,1,0,0,0,0,1,0,0,1,0,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,10,2,0,12,5,0,3,3,5,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,25,0,63,16,19,17,9,14,28,23,14,0,27,12,7,21,24,20,7,16,0,11,39,38,81,156,93,18,238,-1,0.875704751,-0.806034483,6.833007813,0.221264368,-0.767255153,-0.510825624,-1.166677887,0.837606517,-0.343803607,-1.782419467,-1.782419467
Nm_castellii,2,0,5,8,1,1,0,2,1,0,8,3,6,1,14,14,9,24,0,1,0,0,0,0,1,0,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,6,4,0,7,4,0,4,3,5,0,2,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,48,15,11,12,9,7,24,4,12,0,9,20,11,17,21,12,9,11,0,4,29,33,61,103,77,15,168,4,0.856587319,-0.83515625,9.137695313,0.2421875,0.741937345,-0.526093096,-3.063231524,0.69481661,-0.039911579,1.230037743,1.230037743
S_arboricola,2,0,1,6,0,1,0,1,2,0,2,4,5,0,11,12,9,33,2,0,0,0,0,0,2,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,5,2,0,9,2,0,1,2,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,11,0,28,16,26,11,6,1,9,6,8,0,3,4,1,8,12,11,2,12,0,3,7,20,44,76,43,4,121,13,0.803052174,-0.475449102,10.55371094,0.161676647,0.223143551,-0.36772478,2.704747641,2.506893186,-0.107622403,-0.71797227,-0.71797227
S_eubayanus,2,0,2,4,1,0,0,0,2,0,2,7,5,2,10,10,14,22,2,0,0,0,0,0,2,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,4,1,0,5,2,0,1,1,2,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,11,0,22,19,17,12,6,2,9,8,8,1,4,2,2,8,11,10,1,9,0,3,6,19,40,65,44,5,111,13,0.824056727,-0.527272727,10.52246094,0.162337662,-0.510825624,-0.287682073,2.935347139,1.930815329,-0.317312344,-0.947180683,-0.947180683
S_kudriavzevii,2,0,0,7,0,0,0,0,3,0,1,5,6,0,11,14,7,32,1,0,0,0,0,0,2,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,8,2,0,8,3,0,1,2,2,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12,0,29,16,23,11,5,2,9,7,9,0,3,3,1,8,10,11,1,10,0,3,6,19,41,75,41,4,118,13,0.800782878,-0.511180124,10.85253906,0.155279503,0,-0.09531018,3.000810047,1.643814934,0.159964526,-0.732249049,-0.732249049
S_paradoxus,2,0,1,4,0,0,0,0,3,0,2,4,4,0,5,10,11,26,1,0,0,0,0,0,1,0,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,5,1,0,6,3,0,1,1,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11,0,24,17,20,12,5,2,10,5,8,0,3,3,1,6,12,11,1,12,0,3,6,20,42,66,43,4,111,14,0.805772154,-0.532903226,10.71972656,0.167741936,0,-0.36772478,3.559662234,1.58070725,0.180337514,-0.747411344,-0.747411344
S_pastorianus,2,0,2,4,1,0,1,0,2,0,2,7,5,2,10,10,14,22,1,0,0,0,0,0,2,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,4,1,0,5,2,0,1,1,2,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,11,0,22,19,17,12,6,2,9,7,8,1,5,2,2,8,11,10,1,9,0,3,7,19,40,64,45,5,111,12,0.8250755,-0.547402597,10.37597656,0.168831169,-0.693147181,-0.287682073,2.290033563,2.233677239,-0.392532575,-0.947180683,-0.947180683
Y_lipolytica,2,5,2,17,7,0,2,3,1,5,15,13,9,7,48,29,28,58,1,0,0,0,0,0,0,0,0,0,0,1,3,15,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,2,15,2,0,17,5,0,1,3,6,0,1,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,25,1,83,51,23,37,10,25,30,43,18,0,17,10,6,15,21,25,17,22,1,7,27,39,116,214,117,14,338,12,0.867158655,-0.656399132,9.803710938,0.143167028,-0.492476485,-0.146603474,0.559083241,2.102770863,0.672836384,-0.000426689,-0.000426689
Z_parabailii,2,1,2,9,3,1,2,0,1,0,5,6,6,4,27,18,11,35,1,0,0,0,0,0,1,0,0,0,0,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,7,4,0,13,5,0,4,1,6,1,1,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,47,26,23,22,4,12,18,19,19,1,13,11,6,6,15,16,6,14,1,5,24,34,64,124,84,12,211,10,0.86899157,-0.842253521,9.825195313,0.204225352,-0.15415068,0.223143551,0.375702385,1.009247238,0.446657886,0.489097842,0.489097842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. neolycopersici,,0,0,3,0,0,0,0,3,0,0,4,3,0,6,10,11,13,1,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,2,0,3,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9,0,19,14,5,6,2,1,2,5,7,0,2,3,1,3,9,6,0,9,0,2,5,16,24,34,35,3,73,11,0.75673586,-0.614583333,10.82324219,0.21875,0.287682073,-0.223143551,2.891345304,1.102090423,-0.762478352,-0.718409223,-0.718409223
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,,2.333333333,2.80952381,9.904761905,1.142857143,0.428571429,1.571428571,1.142857143,1.952380952,0.952380952,8.904761905,4.952380952,5.571428571,1.857142857,20.80952381,19.61904762,12.42857143,38.9047619,1,0.095238095,0.047619048,0,0.047619048,0.095238095,0.666666667,0,0.380952381,0,0.095238095,0.142857143,1.523809524,8.095238095,2.714285714,0,0,0,0,0,0,0,0.047619048,0.428571429,0,0,0,0,0,0.333333333,0.238095238,0,0.619047619,0.857142857,0.190476191,0.428571429,0.142857143,0.857142857,0.095238095,0,0.666666667,0,0.428571429,0.095238095,1.333333333,9.047619048,2.571428571,0.047619048,11.66666667,4.952380952,0,2.19047619,2,3.523809524,0.190476191,2.380952381,8.047619048,0.142857143,0.619047619,1.047619048,0,0.523809524,0,0.095238095,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0.047619048,0.285714286,0,0.238095238,0.047619048,0,0,0,1,0.619047619,0.238095238,0.571428571,0,0,18.47619048,0.047619048,51.47619048,24.42857143,22.76190476,16.85714286,8.238095238,12.9047619,22.85714286,14.76190476,13.19047619,0.190476191,11.76190476,10.19047619,5.523809524,9.904761905,17.76190476,16.33333333,5.80952381,12.76190476,0.619047619,5.285714286,21.95238095,30.95238095,61.66666667,133.1904762,77.33333333,11.42857143,204.3333333,9,0.845417867,-0.822211445,9.583007813,0.184767437,-0.122819873,-0.268711519,0.664111455,1.587834064,0.084623718,-0.20848586,-0.20848586
St. Dev,,2.726414006,3.156248527,4.170188987,1.711306936,0.746420027,1.535298947,1.014185106,0.669043383,1.499206139,7.189608904,2.654735212,2.440725887,1.982062418,10.80101406,7.179667057,5.015689669,12.59327107,1,0.300792604,0.21821789,0,0.21821789,0.300792604,0.795822426,0,0.497613352,0,0.300792604,0.358568583,0.92838826,2.681506329,1.677583296,0,0,0,0,0,0,0,0.21821789,0.978336781,0,0,0,0,0,0.577350269,0.436435781,0,0.589592272,0.72702918,0.402373908,0.676123404,0.358568583,1.014185106,0.300792604,0,0.795822426,0,0.507092553,0.300792604,0.730296743,3.787825108,1.207121724,0.21821789,4.683303677,2.854403449,0,1.249761882,0.774596669,1.721018525,0.402373908,2.085094494,2.654735212,0.358568583,0.804747816,0.669043383,0,0.601585208,0,0.300792604,0,0,0.21821789,0,0,0,0,0,0,0,0.21821789,0.21821789,0.560611911,0,0.538958431,0.21821789,0,0,0,0.774596669,0.589592272,0.538958431,0.676123404,0,0,5.325589616,0.21821789,19.69420993,9.24971042,5.982514203,6.582444183,4.559657464,9.364319313,13.8574374,9.533649678,4.094130526,0.402373908,7.020717641,5.921309379,3.07602093,4.54867851,6.212123324,5.397530299,4.202606901,3.345216912,0.804747816,2.124684851,11.58652748,8.760571845,18.00370332,51.39028999,24.63601699,4.884377428,69.16887547,5.069516742,0.026538906,0.235739531,1.082147409,0.03105515,0.430826323,0.312526333,2.117757952,0.874190583,0.685661128,0.813981195,0.813981195
