Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
N_delphensis,1,2,2,11,0,2,4,3,3,0,8,4,3,0,23,28,13,41,2,0,0,0,0,0,2,0,0,0,0,1,2,8,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,11,6,0,18,7,0,5,2,2,0,7,8,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,30,0,73,21,30,22,12,25,30,18,22,1,33,32,15,13,37,39,10,20,3,8,65,59,104,189,145,26,325,-6,0.896921613,-0.950862069,6.114257813,0.267241379,-0.029852963,-0.502091944,-4.604366213,1.28266639,-0.628657899,-0.232010421,-0.232010421
N_nivariensis,1,4,2,13,1,1,3,3,4,2,9,5,8,3,29,31,13,50,3,0,0,0,0,0,3,0,0,0,0,0,2,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,2,0,0,0,2,12,4,0,19,8,0,3,2,5,0,6,9,0,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,31,0,77,28,29,20,12,25,31,21,22,1,32,31,12,17,35,35,17,18,3,9,63,57,107,196,148,24,332,-6,0.901411921,-0.948210526,6.110351563,0.252631579,-0.030771659,-0.448024723,-5.514323287,1.665530755,-0.935795377,-0.719991349,-0.719991349
Nk_castellii,2,4,5,13,2,0,6,3,3,0,11,7,6,3,27,19,16,35,1,0,0,0,0,1,0,0,1,0,1,2,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,4,0,0,1,0,1,0,0,12,3,0,16,6,0,4,3,6,0,5,7,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,39,0,81,21,25,30,14,24,38,28,22,1,43,27,10,29,40,37,9,23,3,17,70,62,128,211,153,30,355,-8,0.902514499,-0.851340996,6.002929688,0.252873563,-0.451985124,-0.578077851,-1.395003315,0.568521558,0.001410529,-2.377817711,-2.377817711
Nm_castellii,2,1,7,10,1,1,0,3,2,1,12,4,8,1,16,17,14,31,2,1,0,0,0,0,2,0,2,0,0,0,2,4,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,8,6,0,11,6,0,4,3,6,0,6,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,64,24,17,19,12,15,36,7,19,0,16,32,15,22,31,28,10,16,0,8,48,50,95,151,122,23,256,2,0.880567195,-0.864961637,8.475585938,0.250639386,0.663294217,-0.470003629,-5.118017579,0.948628115,0.201458319,0.46770158,0.46770158
S_arboricola,2,1,1,8,0,2,3,1,3,0,4,7,6,1,14,15,15,41,2,1,0,0,0,0,3,0,2,0,0,0,1,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,1,6,4,0,10,3,0,1,3,4,0,1,6,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,24,0,38,21,33,23,12,7,19,14,20,1,16,24,4,14,20,23,6,19,2,4,40,40,85,124,101,10,228,0,0.888471217,-0.75125,7.370117188,0.25,0.385662481,0,-5.500034344,2.645293334,0.045473565,-1.31162979,-1.31162979
S_eubayanus,2,0,2,5,0,0,2,0,2,0,2,4,3,1,6,9,15,25,2,0,0,0,0,0,1,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,5,2,0,4,2,0,1,0,3,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,14,0,25,20,20,16,13,4,16,9,11,1,22,12,5,9,14,14,7,14,1,3,34,25,60,88,79,9,166,-9,0.884201774,-0.838983051,5.768554688,0.25,-0.570544859,-0.223143551,-3.862377374,3.196526968,0.098111481,-1.389725105,-1.389725105
S_kudriavzevii,2,1,0,9,1,0,3,0,4,0,5,8,7,2,16,17,12,39,3,0,0,0,0,0,3,0,2,0,0,0,2,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,9,3,0,9,4,0,1,3,4,0,0,5,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,25,0,38,18,30,25,12,9,18,15,21,1,21,19,5,13,17,25,6,17,2,4,40,38,86,123,96,11,225,-2,0.892195742,-0.725,6.682617188,0.246835443,-0.09531018,0.200670696,-6.285560249,2.668130703,0.19364959,-1.460116555,-1.460116555
S_paradoxus,2,2,2,6,0,0,3,0,4,0,9,6,5,1,9,13,17,34,1,0,0,0,0,0,2,0,2,0,0,0,1,7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,1,6,3,0,7,5,0,1,2,3,0,1,7,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,23,0,36,21,27,24,11,10,24,14,19,1,18,20,4,12,19,24,5,19,2,4,38,38,84,123,97,10,219,0,0.89162841,-0.793949045,7.348632813,0.242038217,0.100083459,0,-5.201970262,2.015615457,0.080948675,-1.325353372,-1.325353372
S_pastorianus,2,1,2,6,1,0,4,0,3,1,3,9,7,3,13,13,21,31,1,0,0,0,0,0,3,0,2,0,0,0,1,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,1,5,3,0,6,2,0,1,2,4,0,0,5,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,23,0,31,25,23,25,19,7,18,14,19,2,27,16,5,12,18,21,6,18,2,4,43,37,82,114,105,11,224,-6,0.898491059,-0.843589744,6.344726563,0.256410256,-0.498991166,0.051293294,-6.507176319,2.963521031,-0.437952943,-1.470490459,-1.470490459
Y_lipolytica,2,11,4,18,8,1,4,3,2,5,32,17,10,8,50,31,35,72,1,0,0,0,0,1,1,0,0,0,0,1,3,19,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,2,0,2,2,1,1,0,1,0,1,0,2,18,2,0,22,6,0,3,5,8,0,3,19,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,39,1,105,61,39,57,27,57,50,59,27,0,32,24,13,19,34,42,24,31,3,12,56,61,173,337,178,28,522,5,0.901895582,-0.840642458,8.983398438,0.163407821,-0.277631737,-0.223143551,-2.148615657,2.311621471,0.63837829,0.951077497,0.951077497
Z_parabailii,2,4,2,10,3,1,3,0,2,1,11,9,9,4,28,22,14,46,2,0,0,0,0,0,2,0,0,0,0,0,2,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,3,8,7,0,18,5,0,5,1,7,1,2,10,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,63,35,31,30,9,28,25,21,29,2,23,24,9,10,21,29,12,25,2,7,47,50,106,179,132,18,314,3,0.899108109,-0.853793103,8.713867188,0.222988506,0.040821995,0.310154928,-2.363732097,0.043045672,0.621594385,-0.257164199,-0.257164199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. neolycopersici,,2,0,3,0,0,1,0,4,0,4,5,4,0,6,11,16,16,1,0,0,0,0,0,2,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,5,3,0,4,2,0,0,2,2,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,16,0,24,16,8,17,6,6,5,5,13,1,5,8,1,5,13,11,0,13,1,3,13,26,46,55,55,5,121,13,0.831693217,-0.713043478,10.31542969,0.242236025,0.405465108,0,3.063272077,0.567287381,-0.899356585,-0.924293853,-
Nm. castellii,,1,7,10,1,1,0,3,2,1,12,4,8,1,16,17,14,31,2,1,0,0,0,0,2,0,2,0,0,0,2,4,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,8,6,0,11,6,0,4,3,6,0,6,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,64,24,17,19,12,15,36,7,19,0,16,32,15,22,31,28,10,16,0,8,48,50,95,151,122,23,256,2,0.880567195,-0.864961637,8.475585938,0.250639386,0.663294217,-0.470003629,-5.118017579,0.948628115,0.201458319,0.46770158,0.46770158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean ,,4.238095238,4,11.42857143,1.619047619,0.904761905,3.333333333,2.047619048,2.952380952,1.428571429,13.95238095,7.333333333,7.095238095,2.952380952,24.04761905,22.80952381,18.23809524,49.19047619,1.904761905,0.190476191,0.047619048,0,0.047619048,0.380952381,1.380952381,0.047619048,0.714285714,0,0.095238095,0.380952381,1.761904762,9.666666667,3.285714286,0,0.047619048,0,0,0,0,0,0.047619048,1.619047619,0,0.047619048,0,0,0,0.476190476,0.238095238,0,0.80952381,1.238095238,0.238095238,0.523809524,0.285714286,2.523809524,0.095238095,0,0.952380952,0,0.523809524,0.190476191,1.380952381,11.47619048,4.238095238,0.047619048,15.19047619,6.571428571,0,3,2.476190476,4.476190476,0.190476191,3.714285714,9.619047619,0.571428571,1.761904762,1.952380952,0,1.714285714,0.047619048,0.095238095,0,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0.047619048,0.380952381,0,0.238095238,0.047619048,0,0,0,1.19047619,0.857142857,0.333333333,0.761904762,0,0,30.28571429,0.047619048,67.28571429,32.47619048,31.85714286,28.47619048,18,25.52380952,35.80952381,22.85714286,21.28571429,0.904761905,27.19047619,25.47619048,9.666666667,16.42857143,27,32,10.61904762,20.23809524,1.904761905,9,52.66666667,48.28571429,107.7619048,202.2380952,133.4285714,20.57142857,327.4285714,-4.380952381,0.89368342,-0.900799606,6.900902158,0.223889242,-0.052073438,-0.206725091,-4.021218085,1.916639965,0.126099102,-0.74035498,-0.74035498
St. dev,,4.414801942,4.370354677,3.854496447,1.909874092,0.889087279,1.983263304,1.532194194,0.74001287,2.03890727,10.24927407,3.276176633,3.096849397,2.246690688,11.40384229,7.807810497,5.990866063,16.72010481,0.94365046,0.402373908,0.21821789,0,0.21821789,0.74001287,1.116968687,0.21821789,0.902377811,0,0.300792604,0.669043383,0.768424486,4.151305016,1.707127914,0,0.21821789,0,0,0,0,0,0.21821789,1.203170415,0,0.21821789,0,0,0,0.679635757,0.436435781,0,0.511766316,0.94365046,0.436435781,0.74960307,0.643650304,1.209092537,0.300792604,0,0.920662288,0,0.511766316,0.402373908,0.804747816,4.654235143,1.729299335,0.21821789,6.225905939,3.443420227,0,1.788854382,0.980767435,1.569045813,0.402373908,2.68594224,4.140968371,0.746420027,1.48002574,0.804747816,0,0.783763813,0.21821789,0.300792604,0,0,0.300792604,0,0,0,0,0,0,0,0.21821789,0.21821789,0.74001287,0,0.538958431,0.21821789,0,0,0,0.813575296,0.654653671,0.577350269,0.83094897,0,0,7.198214064,0.21821789,24.10838621,13.89467181,9.04038558,9.27156431,8.613942187,16.88969818,17.75561615,12.78782904,4.681269669,0.624880941,9.047756891,6.982972488,4.115013163,5.353236671,8.324662155,8.366600265,4.587768417,4.537672993,0.889087279,4.582575695,13.05501181,10.27201469,24.71417561,74.68460669,29.46790021,7.871285972,98.25099054,6.530514455,0.00979996,0.109942642,1.071363554,0.034641038,0.368515789,0.325034732,1.698282034,1.026604913,0.659000377,0.81829658,0.81829658
