Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
N_delphensis,1,2,1,10,0,1,4,3,2,0,7,3,2,0,22,26,11,35,0,0,0,0,0,0,1,0,0,0,0,1,2,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,5,0,14,7,0,5,2,2,0,7,7,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22,0,67,17,25,15,10,20,24,18,17,0,30,22,13,10,31,30,10,17,2,5,52,48,82,164,117,20,272,-4,0.882102407,-0.956657963,6.245117188,0.261096606,-0.298492989,-0.575364145,-4.36880667,1.629704073,-0.274776749,0.683102543,0.683102543
N_nivariensis,1,4,1,13,1,2,4,3,3,2,8,4,7,3,30,30,11,42,1,0,0,0,0,0,1,0,0,0,0,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,11,5,0,14,8,0,3,2,4,0,7,6,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,24,0,71,24,21,12,11,20,25,20,18,0,28,25,10,12,29,25,15,15,2,6,53,47,79,168,124,18,279,-6,0.883854049,-1.053213368,6.040039063,0.257069409,-0.109199292,-0.456758403,-4.128281264,1.677904528,-0.966253235,0.117548389,0.117548389
Nk_castellii,2,4,4,12,2,0,6,3,2,0,10,6,4,3,26,16,12,32,1,0,0,0,0,1,0,0,1,0,1,1,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,1,0,0,13,2,0,15,6,0,4,3,6,0,4,7,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,28,0,75,18,24,23,14,20,32,27,15,0,38,18,10,24,34,24,9,19,1,13,56,49,99,192,123,24,306,-7,0.888967091,-0.894063927,6.071289063,0.239726027,-0.719122667,-0.782759339,-0.890636129,0.536598308,-0.305616359,-1.846347311,-1.846347311
Nm_castellii,2,0,2,4,1,0,0,3,1,0,3,3,5,1,9,10,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,4,0,2,2,3,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,23,6,6,6,3,4,13,3,9,0,5,8,5,7,16,4,5,8,0,0,13,25,30,52,44,5,89,12,0.814393327,-1.040458015,10.31933594,0.290076336,0.405465108,-0.530628251,1.930715847,-0.041364626,0.307657784,0.135874823,0.135874823
S_arboricola,2,0,1,6,0,2,2,1,2,0,2,6,5,1,11,12,9,37,2,1,0,0,0,0,2,0,1,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,5,3,0,10,2,0,1,3,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,15,0,32,18,29,11,7,3,16,12,12,0,11,17,2,10,15,13,6,13,1,3,28,27,53,99,73,6,167,-1,0.858340083,-0.856709957,6.735351563,0.238095238,0.405465108,-0.207639365,-4.58138677,3.502680743,0.304494036,-0.91859659,-0.91859659
S_eubayanus,2,0,0,3,0,1,0,0,1,0,0,2,1,0,4,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,6,3,7,2,6,1,4,1,8,5,0,0,0,0,2,2,0,0,13,4,7,33,17,0,46,-9,0.686159872,-1.866666667,4.864257813,0.298245614,-0.405465108,1.609437912,0.914304799,1.929335909,0.576446136,nan,nan
S_kudriavzevii,2,0,0,7,1,0,1,0,3,0,3,8,6,1,13,15,7,35,3,0,0,0,0,0,2,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,8,2,0,9,3,0,1,3,4,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,17,0,33,16,26,12,6,5,15,11,14,0,11,10,1,8,12,13,2,10,0,3,21,26,45,96,63,4,156,5,0.840171523,-0.939423077,9.555664063,0.225961539,-0.087011377,0.143100844,-2.555318982,2.980297723,0.126389614,-0.638623578,-0.638623578
S_paradoxus,2,0,2,4,0,0,2,0,3,0,5,5,4,1,6,10,11,29,2,0,0,0,0,0,1,0,1,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,5,2,0,6,4,0,1,2,3,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,16,0,29,18,24,14,9,5,21,12,13,0,13,13,2,7,15,15,5,13,1,3,26,28,54,100,72,6,165,2,0.867463733,-0.960344828,8.793945313,0.232758621,0,-0.133531393,-3.792253067,2.582867054,0.075645635,-0.916453939,-0.916453939
S_pastorianus,2,0,2,5,1,0,2,0,2,0,2,8,5,2,11,12,14,24,1,0,0,0,0,0,2,0,1,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,4,2,0,5,2,0,1,1,3,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,14,0,26,19,19,12,11,3,16,9,11,1,16,7,2,8,12,10,2,11,0,3,23,23,43,85,65,5,145,0,0.854528771,-0.993939394,7.348632813,0.232323232,-0.753771802,-0.080042708,-3.620811574,3.71197172,-0.401126838,-0.825897717,-0.825897717
Y_lipolytica,2,11,3,17,7,1,1,3,1,4,29,13,8,7,47,29,28,60,2,0,0,0,0,0,0,0,1,0,0,1,0,14,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,15,1,0,18,7,0,3,4,7,0,2,14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,27,1,87,49,29,39,20,49,35,50,19,0,18,15,3,14,26,23,17,23,2,8,33,45,116,270,127,13,401,12,0.875166426,-0.956273764,9.674804688,0.148288973,-0.171850257,-0.300104593,0.037171552,2.75911396,1.206447323,-0.455427967,-0.455427967
Z_parabailii,2,4,2,10,3,1,2,0,1,1,10,6,8,4,28,20,12,39,2,0,0,0,0,0,1,0,0,0,0,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,3,7,5,0,15,5,0,5,1,7,1,2,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,56,28,26,24,8,24,20,19,23,1,18,18,7,7,18,19,8,14,2,6,36,41,72,154,105,15,262,5,0.884789479,-1.044219653,9.211914063,0.222543353,0,0.233614851,-1.740800197,0.550826077,0.320131293,0.011977833,0.011977833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. neolycopersici,,0,0,3,0,0,1,0,3,0,0,4,3,0,6,10,11,13,1,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,2,0,3,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,10,0,19,14,5,6,2,1,2,5,8,0,5,3,1,3,10,6,0,9,0,2,8,18,24,34,40,3,78,10,0.767192411,-0.771287129,10.43652344,0.257425743,-0.405465108,-0.200670696,2.028537075,1.360220078,-1.038532101,-0.698692224,-0.698692224
Nm. castellii,,0,2,4,1,0,0,3,1,0,3,3,5,1,9,10,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,4,0,2,2,3,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,23,6,6,6,3,4,13,3,9,0,5,8,5,7,16,4,5,8,0,0,13,25,30,52,44,5,89,12,0.814393327,-1.040458015,10.31933594,0.290076336,0.405465108,-0.530628251,1.930715847,-0.041364626,0.307657784,0.135874823,0.135874823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,,3.714285714,2.952380952,10.28571429,1.571428571,0.714285714,2.666666667,1.80952381,2.047619048,1.285714286,11.66666667,5.904761905,5.80952381,2.666666667,22.52380952,20.57142857,13.66666667,42.28571429,1.476190476,0.142857143,0.047619048,0,0.047619048,0.095238095,0.571428571,0.047619048,0.380952381,0,0.095238095,0.190476191,1.19047619,8.476190476,3.047619048,0,0,0,0,0,0,0,0.047619048,0.619047619,0,0,0,0,0,0.333333333,0.190476191,0,0.666666667,0.857142857,0.285714286,0.333333333,0.190476191,0.857142857,0.142857143,0,0.619047619,0,0.428571429,0.238095238,1.333333333,9.904761905,3,0.047619048,12.61904762,6.047619048,0,2.80952381,2.285714286,4.142857143,0.190476191,3.047619048,8.428571429,0.476190476,0.952380952,1.095238095,0,0.476190476,0.047619048,0.095238095,0,0,0.095238095,0,0,0,0,0,0,0,0.047619048,0.047619048,0.380952381,0,0.238095238,0.047619048,0,0,0,1.095238095,0.761904762,0.285714286,0.666666667,0,0,21.71428571,0.047619048,57.66666667,26.38095238,26.38095238,19.23809524,14.52380952,20.38095238,28.80952381,19.95238095,15.47619048,0.238095238,20.23809524,16.95238095,6.428571429,10.85714286,20.76190476,20,7.857142857,14.0952381,1.095238095,6.238095238,37.19047619,36.23809524,72.04761905,167.952381,99.80952381,13.76190476,257.952381,-0.952380952,0.860122355,-1.065578714,7.489443824,0.219356352,-0.140547383,-0.179951406,-2.270903298,2.165420657,0.151106872,-0.372273339,-0.372273339
St. dev,,4.670576593,3.598280012,4.484895285,1.748468718,0.845154255,2.243509156,1.400680107,0.864649668,2.003568245,10.40833,2.930951414,3.124404705,2.221110833,12.08974378,8.279924085,6.792152334,18.6765705,1.077916862,0.358568583,0.21821789,0,0.21821789,0.300792604,0.746420027,0.21821789,0.497613352,0,0.300792604,0.402373908,0.813575296,4.285079318,1.687488977,0,0,0,0,0,0,0,0.21821789,0.864649668,0,0,0,0,0,0.577350269,0.402373908,0,0.577350269,0.654653671,0.560611911,0.483045892,0.511766316,0.91025899,0.478091444,0,0.804747816,0,0.507092553,0.436435781,0.856348839,4.91838146,1.643167673,0.21821789,5.945386367,3.338805033,0,1.806074407,0.902377811,1.525965736,0.402373908,2.635833653,4.272837799,0.601585208,1.283596139,0.700340054,0,0.601585208,0.21821789,0.300792604,0,0,0.300792604,0,0,0,0,0,0,0,0.21821789,0.21821789,0.74001287,0,0.538958431,0.21821789,0,0,0,0.768424486,0.700340054,0.560611911,0.730296743,0,0,7.596991886,0.21821789,24.7372863,14.83063111,10.17583505,9.523154739,8.89167615,16.78236035,15.87960657,12.48389439,5.045979069,0.436435781,9.77192285,7.235165447,4.213922503,5.303637566,8.887658645,9.049861877,4.281188086,4.898007369,0.768424486,3.897496144,15.40979899,12.19387044,27.51813255,77.5019201,35.71780935,7.78398845,108.5879718,8.071407501,0.04483016,0.212632049,1.729855689,0.043769083,0.419387906,0.530712482,1.854625146,1.120622282,0.688921035,0.729888428,0.729888428
