Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
N_delphensis,1,2,1,10,0,0,4,1,2,0,7,3,2,0,20,26,9,35,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,4,0,14,7,0,4,2,2,0,6,7,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,0,62,17,24,15,7,17,24,15,16,0,22,13,10,7,25,26,6,15,2,4,35,41,69,149,93,16,233,6,0.867106969,-0.932110092,9.317382813,0.232415902,-0.496436886,-0.424883194,-0.869163906,0.701654138,-0.145776603,1.474397984,1.474397984
N_nivariensis,1,4,1,13,0,0,2,1,3,2,8,3,7,2,26,30,9,47,1,0,0,0,0,0,1,0,0,0,0,0,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,12,3,0,15,8,0,2,2,5,0,5,8,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,21,0,69,23,24,10,9,16,24,16,16,0,19,15,8,10,23,22,10,14,2,5,34,39,66,158,96,15,240,5,0.867372387,-0.973731343,9.221679688,0.217910448,-0.223143551,-0.344840486,-1.256854141,0.992572989,-0.593352055,0.594711263,0.594711263
Nk_castellii,2,2,4,11,1,0,5,2,2,0,8,4,4,2,22,14,6,29,1,0,0,0,0,1,0,0,1,0,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,10,2,0,12,5,0,3,3,5,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,24,0,63,16,19,17,9,14,28,23,13,0,26,12,7,21,23,19,7,16,0,11,38,36,80,156,90,18,235,-2,0.874938815,-0.791860465,6.543945313,0.215116279,-0.730887509,-0.538996501,-1.102246681,1.218088671,-0.572431695,-1.800303509,-1.800303509
Nm_castellii,2,0,5,9,1,1,0,2,1,0,8,3,6,1,15,15,10,26,0,1,0,0,0,0,1,0,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,6,4,0,7,4,0,4,3,5,0,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,51,17,11,13,10,7,24,5,12,0,10,20,11,17,21,13,9,12,0,5,30,33,64,108,80,16,177,3,0.860658256,-0.813432836,8.928710938,0.235074627,0.646627165,-0.526093096,-2.928574335,0.703657913,-0.122201976,0.997698469,0.997698469
S_arboricola,2,0,1,6,0,1,0,1,2,0,2,4,5,0,11,12,9,34,2,0,0,0,0,0,2,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,5,2,0,9,2,0,1,2,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,11,0,29,17,26,11,6,1,9,6,8,0,4,4,1,8,12,11,5,12,1,3,8,20,47,77,45,5,124,12,0.817382738,-0.462643678,10.41113281,0.16091954,0,-0.36772478,1.919545913,2.511783263,0.028225891,-0.885847089,-0.885847089
S_eubayanus,2,0,2,4,1,0,0,0,2,0,2,7,5,2,10,10,14,23,2,0,0,0,0,0,2,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,4,1,0,5,2,0,1,1,2,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,11,0,23,20,17,12,6,2,9,8,8,1,5,2,2,8,11,10,4,9,1,3,7,19,43,66,46,6,114,12,0.839064231,-0.511180124,10.37597656,0.161490683,-0.693147181,-0.287682073,2.128467777,1.953742388,-0.169408294,-1.120153917,-1.120153917
S_kudriavzevii,2,0,0,8,0,0,0,0,3,0,1,5,6,0,12,15,7,33,1,0,0,0,0,0,2,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,8,2,0,8,3,0,1,2,2,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12,0,31,16,23,11,5,2,9,7,9,0,4,3,1,8,10,11,4,10,1,3,7,19,44,77,42,5,121,12,0.815782497,-0.491666667,10.64941406,0.154761905,-0.223143551,-0.09531018,2.177159117,1.664360396,0.350656502,-0.902986111,-0.902986111
S_paradoxus,2,0,1,4,0,0,0,0,3,0,2,4,4,0,5,10,11,27,1,0,0,0,0,0,1,0,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,5,1,0,6,3,0,1,1,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11,0,25,18,20,12,5,2,10,5,8,0,4,3,1,6,12,11,4,12,1,3,7,20,45,67,45,5,114,13,0.822073196,-0.516666667,10.55371094,0.166666667,-0.223143551,-0.36772478,2.63531194,1.61720034,0.316013226,-0.921157561,-0.921157561
S_pastorianus,2,0,2,4,1,0,1,0,2,0,2,7,5,2,10,10,14,23,1,0,0,0,0,0,2,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,4,1,0,5,2,0,1,1,2,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,11,0,23,20,17,12,6,2,9,7,8,1,6,2,2,8,11,10,4,9,1,3,8,19,43,65,47,6,114,11,0.839660695,-0.530434783,10.24511719,0.167701863,-0.84729786,-0.287682073,1.581207759,2.237471212,-0.241955598,-1.120153917,-1.120153917
Y_lipolytica,2,5,2,17,7,0,2,3,1,5,15,13,9,7,48,29,26,53,1,0,0,0,0,0,0,0,0,0,0,1,3,14,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,2,14,2,0,16,5,0,0,3,6,0,1,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,25,1,80,48,19,36,8,23,29,43,18,0,17,10,6,15,20,24,17,21,1,7,27,38,113,202,113,14,322,11,0.86541026,-0.637104072,9.762695313,0.147058824,-0.492476485,-0.100083459,0.180653684,1.835842147,0.407652877,-0.0609415,-0.0609415
Z_parabailii,2,1,2,10,3,1,2,0,1,0,4,6,6,4,28,19,11,36,1,0,0,0,0,0,1,0,0,0,0,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,7,4,0,13,5,1,4,1,6,1,1,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,49,23,23,22,4,11,17,19,19,1,13,12,6,6,15,16,6,11,1,5,25,34,61,124,82,12,210,9,0.865735023,-0.878494624,9.737304688,0.211469534,-0.074107972,0.223143551,-0.088827603,1.092182954,0.404123916,0.458415892,0.458415892
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. neolycopersici,,0,0,3,0,0,0,0,3,0,0,4,3,0,6,10,11,13,1,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,2,0,3,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9,0,19,14,5,6,2,1,2,5,7,0,3,3,1,3,9,6,0,9,0,2,6,16,24,34,36,3,74,10,0.760896834,-0.644329897,10.58691406,0.226804124,0,-0.223143551,2.121725168,1.029584231,-0.816715069,-0.714332623,-0.714332623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,,1.80952381,2.80952381,10.61904762,1.19047619,0.380952381,1.857142857,1.19047619,2.047619048,1.142857143,7.80952381,5.142857143,5.761904762,2,21.95238095,21.04761905,13.0952381,41,1,0.095238095,0.047619048,0,0.047619048,0.095238095,0.666666667,0,0.380952381,0,0.095238095,0.142857143,1.666666667,8.19047619,2.952380952,0,0,0,0,0,0,0,0.047619048,0.428571429,0,0,0,0,0,0.380952381,0.285714286,0,0.666666667,0.904761905,0.190476191,0.428571429,0.142857143,0.857142857,0.095238095,0,0.619047619,0,0.428571429,0.095238095,1.380952381,9.571428571,2.80952381,0.047619048,12.0952381,5.333333333,0.047619048,2.285714286,2.095238095,3.666666667,0.190476191,2.80952381,8.142857143,0.238095238,0.761904762,1.095238095,0,0.571428571,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0.142857143,0,0.285714286,0.047619048,0,0,0,1.047619048,0.666666667,0.285714286,0.571428571,0,0,19.23809524,0.047619048,54.71428571,25.19047619,23.9047619,17.57142857,8.523809524,12,24.04761905,15.66666667,13.71428571,0.238095238,13.38095238,11,6,10.57142857,18.71428571,17.57142857,6.571428571,12.95238095,1,5.523809524,24.38095238,32.42857143,65.23809524,139.0952381,82,12.52380952,214.3809524,8.047619048,0.851511823,-0.811916439,9.418573289,0.187571401,-0.216043796,-0.273332518,0.207341288,1.602432605,0.042219134,-0.122569425,-0.122569425
St. Dev,,2.249867721,3.749920634,5.305432975,1.721018525,0.669043383,1.824437291,1.030487633,0.804747816,1.956673562,7.117717665,2.574601217,2.718543027,2.167948339,12.03526564,9.718416489,5.393558769,16.68532289,1,0.300792604,0.21821789,0,0.21821789,0.300792604,0.795822426,0,0.497613352,0,0.300792604,0.358568583,1.110555417,3.108360462,1.909874092,0,0,0,0,0,0,0,0.21821789,0.978336781,0,0,0,0,0,0.669043383,0.560611911,0,0.577350269,0.889087279,0.402373908,0.676123404,0.358568583,1.195228609,0.300792604,0,0.669043383,0,0.507092553,0.300792604,0.669043383,5.390467777,1.470341716,0.21821789,6.40238051,4.041451884,0.21821789,1.383577144,0.995226703,1.906130461,0.402373908,2.713283023,3.08683842,0.436435781,0.995226703,0.700340054,0,0.676123404,0,0.300792604,0,0,0,0,0,0,0,0,0,0,0.21821789,0.21821789,0.358568583,0,0.560611911,0.21821789,0,0,0,1.07126983,0.658280589,0.560611911,0.676123404,0,0,6.956326343,0.21821789,25.929024,9.558342156,9.060379473,7.263411241,3.108360462,8.185352772,19.65063915,9.73310502,4.910629869,0.436435781,7.990470515,7.007139217,3.701351105,6.11204899,8.325520147,9.298233319,3.472339681,4.543965124,0.836660027,2.839349355,14.04092657,12.24569895,25.65912072,66.61749377,31.27938618,6.104253006,85.32788301,5.06434784,0.020410327,0.232149727,1.191012457,0.028561589,0.40152089,0.289190762,1.767203497,0.873141126,0.543349532,0.909410231,0.909410231
